"track_name","artist_id","duration","release_date","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre__TIKTOK","genre_TIKTOK DANCE","genre_TIKTOK OPM","genre_TIKTOK PHILIPPINES"
"Don't Matter","0z4gvV4rjIZ9wHck67ucSV",293053,"2006-01-01",0.66,0.798,0.443,2,0.744716610048275,1,0.0403,0.246207956794699,0,0.326,0.354,0.438271604938272,0,1,0,0
"The Mop","6lEhBhAv6HOopjXssi09cq",249363,"2020-01-24",0.46,0.846,0.324,2,0.516860361165743,1,0.667,0.010786693501798,0,0.0966,0.399,0.555555555555556,0,1,0,0
"After Party","4Gso3d4CscCijv0lmajZWs",167915,"2020-03-13",0.82,0.629,0.692,5,0.673806543894153,1,0.0376,0.00988860124148641,0.331,0.603,0.453,0.672839506172839,0,1,0,0
"HIGHEST IN THE ROOM","0Y5tJX1MQlPlqiwlOH1tJY",175720,"2019-10-04",0.86,0.598,0.427,7,0.648095834078312,0,0.0317,0.055085851060985,5.83e-06,0.21,0.0605,0.135802469135802,0,1,0,0
"Captain Hook","181bsRPaVXVlUKXrxwZfHK",176749,"2020-03-06",0.73,0.863,0.633,10,0.782621133559807,0,0.287,0.0118966951718459,0,0.285,0.545,0.679012345679012,0,1,0,0
"Papi Chulo","5zfEatKLDdRkgbw6sdLBAQ",161667,"2020-03-13",0.76,0.866,0.563,11,0.712462006079027,0,0.108,0.186671503583035,0,0.0889,0.307,0.45679012345679,0,1,0,0
"Took Her To The O","6QtgPSJPSzcnn7dPZ4VINp",196179,"2020-03-06",0.76,0.82,0.592,1,0.711103164670123,1,0.29,0.0150248816965266,4.71e-06,0.121,0.4,0.654320987654321,0,1,0,0
"JoJo Pose","3ivDFy7UfjLbyIGzepJ5hJ",105333,"2020-01-11",0.68,0.781,0.533,1,0.631968532093689,1,0.302,0.036922187369291,0,0.597,0.326,0.493827160493827,0,1,0,0
"Falling","7uaIm6Pw7xplS8Dy06V6pT",159381,"2020-03-26",0.76,0.784,0.43,10,0.648381905953871,0,0.0364,0.124107773089422,0,0.0887,0.236,0.450617283950617,0,1,0,0
"Stressed Out","38KfCZGlEjHIJDKDwH132d",170399,"2021-02-24",0.38,0.575,0.614,8,0.539138208474879,1,0.642,0.213916999120576,0.0024,0.242,0.587,0.401234567901235,0,1,0,0
"Ronaldo","5ZZNKEW4uDTbl50KmgeXgy",134452,"2021-05-07",0.53,0.772,0.384,2,0.464795279814053,0,0.0858,0.184653318728402,0,0.148,0.461,0.283950617283951,0,1,0,0
"Demons","15ZjD8Gus20Miqw3fdOaXX",177196,"2020-12-10",0.6,0.553,0.68,6,0.677954586089755,0,0.328,0.4439900725487,0,0.12,0.33,0.419753086419753,0,1,0,0
"Fly Today","50a7MZkLrrihutpNAX4pRL",129776,"2021-03-17",0.39,0.897,0.376,7,0.49254425174325,1,0.0759,0.405644560310679,0,0.0701,0.185,0.283950617283951,0,1,0,0
"2 Times","4HAfqyKr4Sqtab6ttHWXgE",158051,"2021-03-12",0.51,0.593,0.746,8,0.729662077596996,1,0.0674,0.323908073698056,0,0.0684,0.413,0.654320987654321,0,1,0,0
"Dancin Alone","7vMpNua6oKT52WWHNUJ1No",150666,"2021-05-21",0.46,0.755,0.657,6,0.73116395494368,1,0.0725,0.399590005746781,0,0.106,0.267,0.222222222222222,0,1,0,0
"Faygo","55ZKRn4w3oNhBMV7sgG1PP",149558,"2021-04-02",0.36,0.879,0.441,1,0.594814947255498,1,0.204,0.102916832115779,0.000249,0.111,0.369,0.469135802469136,0,1,0,0
"Won (feat. Ayo & Teo & Global Dell)","1lzugG0lqNh9nP6Fp2zG3c",159565,"2021-04-30",0.39,0.747,0.797,5,0.814267834793492,0,0.0976,0.179607856591821,0,0.315,0.664,0.518518518518518,0,1,0,0
"Outta Time","7FGjkq9WfrRmBFL64ST0p9",125753,"2021-04-30",0.6,0.654,0.642,0,0.606222063293402,1,0.0543,0.210889721838627,0,0.299,0.527,0.253086419753086,0,1,0,0
"Bluegrass","55ZKRn4w3oNhBMV7sgG1PP",117200,"2021-05-14",0.4,0.781,0.479,0,0.661648489182907,1,0.411,0.0251158059696899,0,0.168,0.72,0.592592592592593,0,1,0,0
"WOO IT AGAIN","4FeLiFUPdxVfFo8oOfA4BH",125454,"2021-05-07",0.42,0.382,0.825,7,0.809118541033435,1,0.074,0.0165385203375011,0,0.155,0.161,0.185185185185185,0,1,0,0
"Dear Anna","7qDpBmvybNw8KtjRW36OkX",147147,"2021-05-14",0.43,0.707,0.57,5,0.665546218487395,1,0.0446,0.0502422074098666,0,0.102,0.288,0.716049382716049,0,1,0,0
"Do You","2HDr90mJP3k5gaCkPIKdEn",227676,"2020-07-03",0.37,0.722,0.517,11,0.560700876095119,1,0.0389,0.355189938944863,0.807,0.139,0.391,0.432098765432099,0,1,0,0
"No Love No Trust Freestyle","4EqrcmIvzNaisM7z775lyE",102727,"2021-04-23",0.47,0.81,0.412,5,0.623815483640265,0,0.196,0.148325991345014,0,0.129,0.776,0.481481481481481,0,1,0,0
"Mood Swings","0ukXzWp2EMK6CBY5KEYTlj",225330,"2021-04-09",0.35,0.674,0.474,8,0.701841587698909,1,0.0786,0.195753335428882,0,0.074,0.658,0.679012345679012,0,1,0,0
"Can't Trust A Soul","5WnlPOcTodnSWDtjnrjmzv",165858,"2021-04-02",0.52,0.711,0.721,11,0.702485249418917,1,0.161,0.0624522257803942,0,0.112,0.68,0.172839506172839,0,1,0,0
"Shake the Bank","0l0rBEfLsuKegoMfFSgUDV",197133,"2020-10-09",0.41,0.807,0.629,1,0.731557303772573,0,0.278,0.011593967443651,0,0.142,0.436,0.530864197530864,0,1,0,0
"Luvdrug","6b29OPfOOGNOsUOFLfxRrc",180976,"2021-04-20",0.44,0.724,0.657,5,0.617629179331307,0,0.251,0.0246112597560317,0,0.128,0.551,0.592592592592593,0,1,0,0
"Dork","4ri7eLpPVlGqwclssOyJDM",207915,"2021-05-07",0.35,0.858,0.561,7,0.652959055962811,0,0.145,0.136216882217218,0,0.372,0.411,0.438271604938272,0,1,0,0
"Sandwich","43BqexhEx5NKF7VfeOYP9m",209323,"2021-03-25",0.32,0.854,0.501,5,0.689683532987663,0,0.115,0.0256203521833481,0,0.38,0.36,0.487654320987654,0,1,0,0
"Golden","2r8X6T84SucAyX88QbvahO",198202,"2020-08-28",0.33,0.793,0.513,1,0.636223851242625,1,0.588,0.0854595331232067,0,0.055,0.717,0.765432098765432,0,1,0,0
"BIG BANK","5GI3Wgnlj2ezKEoxFv6hNL",103141,"2021-02-05",0.37,0.868,0.534,6,0.672268907563025,1,0.389,0.108971386679677,0,0.0817,0.822,0.54320987654321,0,1,0,0
"Worst Enemy","6U53xCCVXmyimAgsBjCS8P",166946,"2021-02-26",0.43,0.555,0.764,6,0.773431074557483,0,0.0447,0.346108107099016,5.56e-06,0.289,0.293,0.54320987654321,0,1,0,0
"Fill It Up","3GwGE5FARDfc51Y0XVbG1z",155219,"2021-04-08",0.41,0.726,0.599,1,0.600464866797783,1,0.0458,0.044086743603237,0,0.0815,0.261,0.277777777777778,0,1,0,0
"Gorillas & Apes","1jYb0bxf66vnGdNun4KXhE",145554,"2020-12-18",0.41,0.89,0.549,7,0.757303772572859,0,0.0931,0.586272104800303,0,0.0879,0.667,0.407407407407407,0,1,0,0
"Feel Like A Boss (feat. 42 Dugg)","57GHC729HxFYHl1vGe1qaX",177037,"2021-03-19",0.56,0.868,0.553,10,0.696620775969962,0,0.36,0.193735150574249,0,0.0996,0.777,0.481481481481481,0,1,0,0
"4ever","3VWII9MTZSfIdOXr1DafzL",133333,"2021-02-12",0.47,0.701,0.444,4,0.696692293938852,1,0.0605,0.1412623443538,0,0.151,0.542,0.166666666666667,0,1,0,0
"By The Pound","6cVTa42IphmDksBQ8O0Zsv",223636,"2021-05-21",0.31,0.711,0.565,6,0.628964777400322,0,0.09,0.0667913232178545,0.000156,0.0754,0.685,0.753086419753086,0,1,0,0
"For Me","06ezMzQs6hP65feMAjteNY",129381,"2021-05-21",0.36,0.846,0.63,1,0.722903629536921,0,0.306,0.525726559161323,1.58e-06,0.0775,0.962,0.561728395061728,0,1,0,0
"Myself - Jeaux Remix","2gRnaSRQWr0f6ZYjTnYBAq",182619,"2021-02-12",0.18,0.74,0.712,7,0.713534775612373,0,0.0327,0.842581581338652,0.0698,0.182,0.385,0.376543209876543,0,1,0,0
"Houdini","46fHMu9KxdQwcGV9xI1L9R",111641,"2020-12-25",0.43,0.838,0.58,4,0.770892186661899,0,0.345,0.124107773089422,0,0.0811,0.432,0.530864197530864,0,1,0,0
"Death Pact","72k9r9BXrtTSoihNnWMVfp",180114,"2021-05-03",0.31,0.629,0.676,8,0.648310387984981,1,0.041,0.0145203354828684,0,0.108,0.475,0.160493827160494,0,1,0,0
"Ghost","2r9JxlwwhDhTLiJCIDQpAi",144065,"2021-03-05",0.45,0.842,0.519,6,0.645628464151618,0,0.112,0.0528658477208891,3.98e-06,0.0959,0.426,0.283950617283951,0,1,0,0
"Anything You Want","6XMLYRQKAjxZF6V9IlxjVq",132173,"2021-02-18",0.44,0.798,0.515,0,0.624030037546934,1,0.0573,0.143280529208433,0,0.106,0.544,0.518518518518518,0,1,0,0
"Time 2 Shine","7uPg6B4cBgruEGZOSlhtE2",165224,"2021-02-22",0.47,0.779,0.671,8,0.707026640443411,1,0.114,0.308771687288311,1.05e-05,0.13,0.83,0.240740740740741,0,1,0,0
"alien jewelry","12U3blX0ilxf0tnejqPDYD",226066,"2021-01-12",0.53,0.453,0.541,3,0.580153763633113,1,0.0567,0.0810195264430148,0.0511,0.137,0.219,0.395061728395062,0,1,0,0
"Kill Cupid","46fHMu9KxdQwcGV9xI1L9R",249475,"2021-02-26",0.62,0.77,0.58,4,0.733667083854818,1,0.0461,0.0137130615410153,0,0.111,0.202,0.382716049382716,0,1,0,0
"Chanel Bag","7FGjkq9WfrRmBFL64ST0p9",158667,"2020-10-31",0.71,0.773,0.614,11,0.765170749150724,0,0.0776,0.0684058711015606,0,0.0873,0.7,0.376543209876543,0,1,0,0
"Off You","4cxJUMXdHetYoijH951DRV",201155,"2021-02-12",0.38,0.876,0.783,7,0.735276238154836,1,0.0498,0.0439858343605053,0.00391,0.0717,0.843,0.376543209876543,0,1,0,0
"Oh No","7CGVCEx27ejm3TTfC7S5uD",164000,"2020-12-04",0.26,0.644,0.726,2,0.716538530305739,1,0.272,0.15236236105428,0,0.324,0.717,0.253086419753086,0,1,0,0
"Lie To You","6VJWRa6FwtWn7mwf5WgQz0",170701,"2021-02-19",0.28,0.732,0.543,1,0.590845699982121,1,0.225,0.168507839891341,0,0.0715,0.75,0.5,0,1,0,0
"Down","53dPePMlci6GqJXISlntSK",184104,"2021-01-22",0.31,0.746,0.411,7,0.541784373323798,0,0.0495,0.36427177079071,0,0.164,0.466,0.438271604938272,0,1,0,0
"Ghost","0Kk2TyRsy2ZPHXBYUx91Fd",159843,"2021-02-12",0.18,0.689,0.665,8,0.626497407473628,0,0.0329,0.0900004490461302,0.00429,0.11,0.0807,0.438271604938272,0,1,0,0
"Without You","2HDr90mJP3k5gaCkPIKdEn",320000,"2020-11-20",0.42,0.703,0.525,8,0.601644913284463,1,0.0463,0.0504440258953299,0.0194,0.077,0.332,0.407407407407407,0,1,0,0
"Glowin","5IzVaOvAEIPpFK8r3ajj7J",179147,"2021-02-05",0.3,0.691,0.643,5,0.742535311997139,0,0.0528,0.205844259702045,0,0.143,0.526,0.148148148148148,0,1,0,0
"Nascar","7FGjkq9WfrRmBFL64ST0p9",113815,"2021-01-19",0.62,0.573,0.763,1,0.757875916323976,1,0.274,0.106953201825045,0,0.142,0.685,0.722222222222222,0,1,0,0
"Deep","7uPg6B4cBgruEGZOSlhtE2",129729,"2021-01-29",0.35,0.749,0.608,10,0.660253888789558,1,0.0519,0.0972659145228078,0,0.165,0.394,0.580246913580247,0,1,0,0
"ONLYFANS","5BEGUGWpPDPKXCgqubqnLB",124235,"2021-03-19",0.48,0.872,0.527,10,0.529590559628107,0,0.413,0.00156358871612666,1.07e-06,0.089,0.561,0.191358024691358,0,1,0,0
"Mop","2Kk6KjwTS9Q530Jmul6eHc",181057,"2020-10-30",0.1,0.745,0.649,7,0.591024494904345,1,0.278,0.121080495807473,0,0.345,0.646,0.592592592592593,0,1,0,0
"Why","0lPZJTNurUF05u2JHm48cH",174589,"2020-11-20",0.41,0.805,0.39,11,0.551510817092795,1,0.415,0.701308641514365,0,0.103,0.782,0.216049382716049,0,1,0,0
"Waiting","0bNx2ooa8WvEzQxJYywh2X",199836,"2020-04-03",0.04,0.69,0.569,0,0.697550509565528,1,0.224,0.385462711764353,0,0.235,0.583,0.555555555555556,0,1,0,0
"Stole it","6b29OPfOOGNOsUOFLfxRrc",117237,"2021-03-05",0.34,0.857,0.692,9,0.65539066690506,1,0.175,0.0480222040697707,4.46e-06,0.0824,0.779,0.679012345679012,0,1,0,0
"Wanted","5ZZNKEW4uDTbl50KmgeXgy",152790,"2020-09-25",0.54,0.62,0.732,10,0.623279098873592,1,0.0916,0.133189604935269,0,0.123,0.537,0.209876543209877,0,1,0,0
"Manhattan Vibes","43qldec1Cybfp0CRUxZIpE",180250,"2021-01-29",0.42,0.664,0.614,3,0.693366708385482,0,0.246,0.0280421740089073,0,0.109,0.294,0.259259259259259,0,1,0,0
"OUTLAW","38wxcfNEqMwuPniHvplin5",198257,"2020-11-13",0.48,0.665,0.754,7,0.813874485964599,0,0.0818,0.637735818593436,1.59e-05,0.0851,0.696,0.407407407407407,0,1,0,0
"Memories","4ZJj8sukCck2SZZQqlof8r",153652,"2020-12-11",0.38,0.735,0.5,5,0.67341319506526,0,0.119,0.0920186339007628,0,0.0983,0.332,0.12962962962963,0,1,0,0
"It Ain't True","78X4dOavqIxQwnqTWXBfJ6",212000,"2021-02-19",0.2,0.537,0.501,9,0.677811550151976,0,0.0295,0.199789705138147,0.156,0.112,0.102,0.407407407407407,0,1,0,0
"SWEAT","1tJnPDE5oPDB6ZqMsCTTYx",160500,"2020-11-27",0.41,0.478,0.545,10,0.750080457715001,0,0.0405,0.239144309803484,0.00945,0.205,0.123,0.160493827160494,0,1,0,0
"Lost My Mind","2c2ekMthLByoJhFMLLl2Ch",156288,"2020-03-03",0.55,0.813,0.742,1,0.754764884677275,1,0.264,0.0211803455031562,0,0.0705,0.817,0.654320987654321,0,1,0,0
"Money Talk","3rOUqXoXvj076NbLbV2OMU",211931,"2020-11-19",0.18,0.895,0.686,9,0.75140354013946,0,0.254,0.0495358427107452,0,0.128,0.893,0.561728395061728,0,1,0,0
"Midnight Sky","5YGY8feqx7naU7z4HrwZM6",223279,"2020-08-14",0.79,0.705,0.814,4,0.7660289647774,0,0.0346,0.00114986082092696,0.00312,0.203,0.259,0.345679012345679,0,1,0,0
"Fake Friends","3gaZ43k5OdXj0PmN0xPHpb",154560,"2020-12-22",0.32,0.73,0.596,7,0.703772572858931,0,0.0754,0.436926425557486,5.59e-06,0.122,0.149,0.438271604938272,0,1,0,0
"Fuck Shit","0cHInYwq4GHrC3UotzgVQw",122181,"2020-10-02",0.46,0.713,0.529,2,0.746647595208296,1,0.325,0.0105848750163347,2.45e-05,0.163,0.563,0.685185185185185,0,1,0,0
"Answer Me","0TiohlngFk0tYdveiCXjoh",132000,"2020-11-06",0.25,0.752,0.607,1,0.660253888789558,1,0.0623,0.0386376444957288,0,0.111,0.211,0.160493827160494,0,1,0,0
"Brag","3GwGE5FARDfc51Y0XVbG1z",160879,"2020-11-13",0.55,0.818,0.545,10,0.598676917575541,0,0.0804,0.0225930749013991,0.000215,0.101,0.57,0.228395061728395,0,1,0,0
"Pick Up","3jrmYWBTAvWdfmHpdkLIsb",138556,"2020-10-09",0.08,0.636,0.34,1,0.360808153048453,0,0.352,0.457108274103812,0,0.11,0.939,0.271604938271605,0,1,0,0
"Fuck My Night Up","1VbN1iTiu4spUr0HVK17Rv",175622,"2020-11-20",0.12,0.436,0.382,5,0.678741283747542,0,0.047,0.51563563488816,0,0.092,0.108,0.345679012345679,0,1,0,0
"Space","78X4dOavqIxQwnqTWXBfJ6",138000,"2021-02-19",0.26,0.573,0.757,6,0.736527802610406,0,0.203,0.0582140375856656,5.28e-05,0.0782,0.857,0.160493827160494,0,1,0,0
"80's","5P0GIWEMbEGm1Gzp6Yobt1",114626,"2021-03-26",0.26,0.908,0.65,2,0.784695154657608,0,0.224,0.24318067951275,0,0.27,0.493,0.493827160493827,0,1,0,0
"Rush","13WCtXTHI3pBzCaTZEfwrM",175343,"2020-11-19",0.31,0.654,0.792,9,0.729089933845879,1,0.0312,0.13016232765332,0,0.159,0.349,0.296296296296296,0,1,0,0
"Kiss N Tell","5JQ1XqKJ2Art01rF4tu1Ra",182727,"2020-10-15",0.24,0.615,0.608,2,0.663186125514035,1,0.355,0.564072071399344,5.99e-06,0.1,0.515,0.209876543209877,0,1,0,0
"Ocean Love","34oIEn0q0DzrfjaZCVxyQN",230386,"2020-08-13",0.04,0.719,0.78,9,0.848739495798319,1,0.0727,0.0146212447256,0,0.0809,0.343,0.407407407407407,0,1,0,0
"Gone Head","284ibNIyXqnBdCwRchG18F",204674,"2020-11-10",0.24,0.784,0.698,8,0.747005185052744,1,0.171,0.009616146286111,0,0.124,0.492,0.549382716049383,0,1,0,0
"Mamacita","4ZJj8sukCck2SZZQqlof8r",139258,"2021-04-28",0.56,0.537,0.591,10,0.682960843912033,0,0.138,0.228044293103005,4.74e-06,0.109,0.545,0.283950617283951,0,1,0,0
"Stunnin'","2JbE7jUIGtpXSzytnyMg6U",144013,"2020-05-19",0.02,0.906,0.604,11,0.663543715358484,0,0.0746,0.331980813116587,0,0.255,0.899,0.283950617283951,0,1,0,0
"Family","0DwPrw4Zd15m2cdnpbwGKq",193850,"2020-11-06",0.23,0.723,0.584,8,0.624995530126944,1,0.335,0.20180788999278,0,0.113,0.596,0.561728395061728,0,1,0,0
"In My Head","72k9r9BXrtTSoihNnWMVfp",175354,"2020-05-12",0.48,0.738,0.49,2,0.689576256034329,1,0.0651,0.0373258243402175,0,0.13,0.186,0.172839506172839,0,1,0,0
"Haunt You (feat. chloe moriondo)","1Hr5Adjkxh6ihfsoahOY38",167036,"2020-10-02",0.54,0.566,0.532,3,0.688253173609869,1,0.0374,0.55398114712618,0,0.54,0.497,0.290123456790123,0,1,0,0
"Gone","3MNRl7HX8LItpUynecii15",172285,"2020-10-16",0.32,0.644,0.892,0,0.854711246200608,1,0.0609,0.106953201825045,0,0.119,0.25,0.530864197530864,0,1,0,0
"Somebody Else","3ONmBYM261icTRuD38N9vS",207123,"2020-08-14",0.32,0.695,0.63,5,0.736349007688182,0,0.0368,0.197771520283515,0.000421,0.113,0.418,0.567901234567901,0,1,0,0
"Feels Like","5Kmr0b3ip8g9P2i0dLTC3Z",203809,"2020-04-12",0.21,0.799,0.811,5,0.845306633291614,0,0.0545,0.300698947869781,8.66e-05,0.755,0.495,0.444444444444444,0,1,0,0
"Cake","2r9JxlwwhDhTLiJCIDQpAi",168071,"2019-09-10",0.55,0.92,0.542,8,0.766422313606294,1,0.188,0.209880629411311,0,0.0896,0.74,0.302469135802469,0,1,0,0
"Slow Down","0bNx2ooa8WvEzQxJYywh2X",182413,"2021-01-15",0.15,0.358,0.55,0,0.624566422313606,1,0.0341,0.00895014528408222,0.0262,0.123,0.163,0.376543209876543,0,1,0,0
"Nobody Safe","2lnMzCEppThLQslhJavXPR",180924,"2020-09-30",0.21,0.811,0.405,8,0.685857321652065,1,0.189,0.0556913065173748,0,0.0964,0.256,0.469135802469136,0,1,0,0
"John Doe","7CnxjDbOLSjMEAcyehjztA",99555,"2020-10-16",0.2,0.928,0.579,0,0.671410691936349,1,0.261,0.137225974644535,3.21e-05,0.0752,0.221,0.5,0,1,0,0
"Fat Pockets","7uPg6B4cBgruEGZOSlhtE2",132989,"2021-01-22",0.32,0.888,0.606,10,0.686894332200966,0,0.12,0.312808056997577,0,0.0878,0.873,0.469135802469136,0,1,0,0
"Race With Time","5nGzaGf6NjhGOi14x6OSkS",284436,"2020-06-30",0.2,0.772,0.68,8,0.685928839620955,1,0.404,0.144289621635749,0,0.221,0.59,0.234567901234568,0,1,0,0
"Focused","2Ftt7hX7o91UEX3nDfSOba",141348,"2021-02-09",0.28,0.801,0.653,1,0.758841408903987,1,0.304,0.000967215091582706,0,0.197,0.495,0.339506172839506,0,1,0,0
"Jessica","3SAFkB7Hc8yqNXj9TApuGp",117647,"2020-07-17",0.24,0.768,0.54,2,0.667083854818523,1,0.0837,0.108971386679677,0,0.0674,0.715,0.185185185185185,0,1,0,0
"Reminder","0pvhBvl3SFpzhahmYfqcPo",191086,"2020-07-17",0.14,0.79,0.442,0,0.494582513856606,1,0.108,0.330971720689271,0.00998,0.0679,0.587,0.376543209876543,0,1,0,0
"Staccin Up","1oWGd65mQ43qogAn2pFQhM",121148,"2020-11-27",0.49,0.761,0.586,5,0.758877167888432,0,0.235,0.119062310952841,0,0.196,0.507,0.574074074074074,0,1,0,0
"Afterlife","347bV3K932TJj9sGZnDQ6q",215349,"2020-06-26",0.2,0.744,0.644,7,0.565099231181834,0,0.0369,0.0553885787891799,0.000166,0.163,0.962,0.327160493827161,0,1,0,0
"Coño","3ADyFy1orEwODaiHmRRMQp",137595,"2017-12-08",0.63,0.847,0.573,0,0.74578937958162,1,0.253,0.00744659756738089,0.0149,0.0845,0.332,0.283950617283951,0,1,0,0
"Out of My System","2v4sH8oC1yafooiSQDNIfx",207499,"2020-08-21",0.22,0.767,0.59,1,0.664080100125156,0,0.14,0.324917166125373,0,0.0866,0.578,0.259259259259259,0,1,0,0
"Caution Sign","5kvxSGkZcVesEX2mqw0AtC",214923,"2020-09-17",0.16,0.776,0.642,11,0.671231897014125,0,0.0619,0.0489303872543554,0.000246,0.103,0.205,0.253086419753086,0,1,0,0
"Talk Tough","5MIXBzwGNeUeFAS0o3XBXL",177366,"2020-11-19",0.59,0.677,0.731,1,0.73448954049705,0,0.139,0.131171420080637,1.58e-05,0.163,0.613,0.623456790123457,0,1,0,0
"Watermelon Sugar","6KImCVD70vtIoJWnq6nGn3",174000,"2019-12-13",0.9,0.548,0.816,0,0.810978008224566,1,0.0465,0.123098680662106,0,0.335,0.557,0.253086419753086,0,1,0,0
"Savage Love (Laxed - Siren Beat)","56mfhUDKa1vec6rSLZV5Eg",171374,"2020-06-09",0.71,0.795,0.48,3,0.655533702842839,1,0.0688,0.245198864367382,0,0.271,0.723,0.592592592592593,0,1,0,0
"Walked In","4X8TR9pBFyewFlIDYt1o2s",96296,"2020-11-06",0.57,0.668,0.516,1,0.721652065081352,0,0.168,0.0242076227851052,0,0.148,0.681,0.666666666666667,0,1,0,0
"what you do to me","4OPcFlpCFWYdoZJuPfMOb9",190007,"2020-08-21",0.26,0.773,0.364,0,0.448203111031647,1,0.127,0.403626375456047,1.78e-06,0.0309,0.604,0.259259259259259,0,1,0,0
"Regina George","4isewEHTP7Az2QheDdBQ6J",174545,"2020-07-17",0.41,0.76,0.381,11,0.551010191310567,0,0.264,0.0952477296681751,0,0.0936,0.68,0.617283950617284,0,1,0,0
"Nikes","4ri7eLpPVlGqwclssOyJDM",205921,"2020-09-11",0.31,0.883,0.454,0,0.580153763633113,0,0.231,0.0318767252327093,1.95e-05,0.111,0.49,0.654320987654321,0,1,0,0
"Twisted","3E6DBHJxaEwHKcVnotfkhU",168209,"2019-12-06",0.19,0.71,0.667,8,0.800536384766673,1,0.233,0.37234451020924,0,0.123,0.419,0.654320987654321,0,1,0,0
"Fly With Me","1up4lH4bnEUmG9oWaNdiye",176129,"2020-07-31",0.25,0.772,0.897,0,0.729197210799213,0,0.0841,0.0614431333530779,0.000336,0.374,0.55,0.432098765432099,0,1,0,0
"What They Want","1z7b1Pr1rSlvWRzsW3HOrS",165853,"2017-05-05",0.74,0.71,0.404,1,0.602467369926694,0,0.379,0.488390139350619,0,0.0953,0.398,0.530864197530864,0,1,0,0
"Options","6kzC09ZrhupHp3kqFU4E9t",143687,"2020-07-27",0.27,0.804,0.315,2,0.4949758626855,1,0.454,0.51563563488816,0,0.706,0.302,0.530864197530864,0,1,0,0
"Ice Water","4f9arf6M35xClAgxF9IGU6",144000,"2020-06-26",0.1,0.89,0.697,7,0.743286250670481,1,0.13,0.0393440091948502,2.06e-06,0.204,0.514,0.407407407407407,0,1,0,0
"Maradona","6fRolmhb2j5ddVmrnwCvi9",132816,"2019-01-07",0.58,0.712,0.616,4,0.601680672268908,1,0.269,0.16043510047281,0,0.105,0.286,0.561728395061728,0,1,0,0
"Risk - Main","3E6DBHJxaEwHKcVnotfkhU",233600,"2020-08-14",0,0.607,0.801,1,0.808617915251207,0,0.215,0.127135050371371,0,0.373,0.698,0.12962962962963,0,1,0,0
"Pull up on Me","1V3b1yyoUUqSPM1QbIyGLb",228392,"2020-05-01",0.31,0.58,0.506,1,0.664294654031826,0,0.0351,0.00683105118671792,0,0.0902,0.409,0.555555555555556,0,1,0,0
"24 Hours - Jeaux Remix","2gRnaSRQWr0f6ZYjTnYBAq",221217,"2021-02-12",0.17,0.839,0.517,0,0.543107455748257,0,0.0587,0.833499749492805,0.136,0.13,0.696,0.376543209876543,0,1,0,0
"19 11 17","0MJzogKBA40WXWEIPGNZfp",84000,"2020-08-07",0.22,0.86,0.244,1,0.673591989987484,1,0.066,0.735617784043121,0.901,0.0905,0.695,0.407407407407407,0,1,0,0
"Bop It","2Kk6KjwTS9Q530Jmul6eHc",127846,"2020-07-10",0.22,0.927,0.501,1,0.688324691578759,1,0.11,0.00994914678712539,5.42e-05,0.1,0.195,0.469135802469136,0,1,0,0
"Diamonds","45zG0EWGRpQw5VfXUXHXYW",152189,"2021-01-29",0.23,0.725,0.814,8,0.787555873413195,0,0.19,0.505544710614996,0,0.286,0.524,0.777777777777778,0,1,0,0
"Bird Huntin","29EUn8duD1oEQ6Gj7I6S74",188108,"2021-01-01",0.29,0.815,0.611,5,0.687788306812086,0,0.381,0.162453285327443,0,0.0915,0.424,0.580246913580247,0,1,0,0
"Do or Die (feat. Liana Banks)","4EPyKMgsR7JDuW9tL0AYZP",166417,"2020-09-18",0.24,0.802,0.634,0,0.661791525120687,0,0.107,0.154380545908912,0,0.103,0.706,0.592592592592593,0,1,0,0
"Even If","284ibNIyXqnBdCwRchG18F",231101,"2020-09-03",0.36,0.525,0.381,4,0.629215090291436,0,0.193,0.227035200675688,0,0.137,0.263,0.530864197530864,0,1,0,0
"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix","7vPGzgDg3qGUY5bWtrO3K4",210328,"2020-05-15",0.72,0.824,0.854,8,0.771535848381906,1,0.177,0.0161348833665745,4.95e-05,0.117,0.896,0.253086419753086,0,1,0,0
"Lost Kings","6WSTevYt4rGwm8QPKQr7dU",151000,"2020-10-26",0.26,0.593,0.762,7,0.672805292329698,1,0.353,0.177589671737188,0.0998,0.103,0.246,0.777777777777778,0,1,0,0
"ACTUP (with JAHMED)","7yPPzu5UdAK7yagQqjEZQm",181655,"2020-08-14",0.44,0.804,0.883,2,0.800822456642231,1,0.292,0.0791022508311138,1.83e-06,0.0859,0.801,0.716049382716049,0,1,0,0
"Life Sux","59XQUEHhy5830QsAsmhe2M",201176,"2020-09-04",0.37,0.375,0.678,5,0.724870373681387,1,0.157,0.260335250777127,2.2e-06,0.337,0.424,0.302469135802469,0,1,0,0
"Then Leave","5L8p9kDnX2cgoI8VLUL2p4",151560,"2020-03-27",0,0.911,0.574,2,0.74017521902378,1,0.498,0.0756713365782382,0.000213,0.0917,0.515,0.537037037037037,0,1,0,0
